COD_MUN_IBGE,NOME_CANDIDATO,QTDE_VOTOS
3107109,DILMA VANA ROUSSEFF,11229
3107208,DILMA VANA ROUSSEFF,1640
3107307,DILMA VANA ROUSSEFF,18665
3107406,DILMA VANA ROUSSEFF,11612
3107505,DILMA VANA ROUSSEFF,2612
3107604,DILMA VANA ROUSSEFF,1302
3107703,DILMA VANA ROUSSEFF,2374
3107802,DILMA VANA ROUSSEFF,5093
3107901,DILMA VANA ROUSSEFF,3850
3108008,DILMA VANA ROUSSEFF,4741
3108107,DILMA VANA ROUSSEFF,2911
3108206,DILMA VANA ROUSSEFF,2150
3108255,DILMA VANA ROUSSEFF,3504
3108305,DILMA VANA ROUSSEFF,4620
3108404,DILMA VANA ROUSSEFF,5122
3108503,DILMA VANA ROUSSEFF,2521
3108552,DILMA VANA ROUSSEFF,5148
3108602,DILMA VANA ROUSSEFF,13550
3108701,DILMA VANA ROUSSEFF,1767
3108800,DILMA VANA ROUSSEFF,1915
3108909,DILMA VANA ROUSSEFF,3695
3109006,DILMA VANA ROUSSEFF,10491
3109105,DILMA VANA ROUSSEFF,2526
3109204,DILMA VANA ROUSSEFF,3036
3109253,DILMA VANA ROUSSEFF,1635
3109303,DILMA VANA ROUSSEFF,6001
3109402,DILMA VANA ROUSSEFF,9056
3109451,DILMA VANA ROUSSEFF,2249
3109501,DILMA VANA ROUSSEFF,4133
3109600,DILMA VANA ROUSSEFF,1388
3109709,DILMA VANA ROUSSEFF,2582
3109808,DILMA VANA ROUSSEFF,1194
3109907,DILMA VANA ROUSSEFF,3251
3110004,DILMA VANA ROUSSEFF,14357
3110103,DILMA VANA ROUSSEFF,1691
3110202,DILMA VANA ROUSSEFF,2121
3110301,DILMA VANA ROUSSEFF,3559
3110400,DILMA VANA ROUSSEFF,1366
3110509,DILMA VANA ROUSSEFF,6278
3110608,DILMA VANA ROUSSEFF,6720
3110707,DILMA VANA ROUSSEFF,2428
3110806,DILMA VANA ROUSSEFF,1630
3110905,DILMA VANA ROUSSEFF,2747
3111002,DILMA VANA ROUSSEFF,3961
3111101,DILMA VANA ROUSSEFF,6147
3111150,DILMA VANA ROUSSEFF,1775
3111200,DILMA VANA ROUSSEFF,17646
3111309,DILMA VANA ROUSSEFF,4215
3111408,DILMA VANA ROUSSEFF,1787
3111507,DILMA VANA ROUSSEFF,3476
3111606,DILMA VANA ROUSSEFF,6835
3111705,DILMA VANA ROUSSEFF,2327
3111804,DILMA VANA ROUSSEFF,4203
3111903,DILMA VANA ROUSSEFF,2149
3112000,DILMA VANA ROUSSEFF,5036
3112059,DILMA VANA ROUSSEFF,1391
3112109,DILMA VANA ROUSSEFF,1219
3112208,DILMA VANA ROUSSEFF,1716
3112307,DILMA VANA ROUSSEFF,9240
3112406,DILMA VANA ROUSSEFF,2099
3112505,DILMA VANA ROUSSEFF,2923
3112604,DILMA VANA ROUSSEFF,5420
3112653,DILMA VANA ROUSSEFF,1572
3112703,DILMA VANA ROUSSEFF,5790
3112802,DILMA VANA ROUSSEFF,3044
3112901,DILMA VANA ROUSSEFF,3110
3113008,DILMA VANA ROUSSEFF,7137
3113107,DILMA VANA ROUSSEFF,1219
3113206,DILMA VANA ROUSSEFF,8606
3113305,DILMA VANA ROUSSEFF,10513
3113404,DILMA VANA ROUSSEFF,22053
3113503,DILMA VANA ROUSSEFF,3023
3113602,DILMA VANA ROUSSEFF,1867
3113701,DILMA VANA ROUSSEFF,6100
3113800,DILMA VANA ROUSSEFF,1045
3113909,DILMA VANA ROUSSEFF,3849
3114006,DILMA VANA ROUSSEFF,4104
3114105,DILMA VANA ROUSSEFF,2796
3114204,DILMA VANA ROUSSEFF,6602
3114303,DILMA VANA ROUSSEFF,6857
3114402,DILMA VANA ROUSSEFF,6572
3114501,DILMA VANA ROUSSEFF,5546
3114550,DILMA VANA ROUSSEFF,3839
3114600,DILMA VANA ROUSSEFF,1234
3114709,DILMA VANA ROUSSEFF,1118
3114808,DILMA VANA ROUSSEFF,1458
3114907,DILMA VANA ROUSSEFF,885
3115003,DILMA VANA ROUSSEFF,1096
3115102,DILMA VANA ROUSSEFF,5048
3115201,DILMA VANA ROUSSEFF,1325
3115300,DILMA VANA ROUSSEFF,28407
3115359,DILMA VANA ROUSSEFF,1810
3115409,DILMA VANA ROUSSEFF,1619
3115458,DILMA VANA ROUSSEFF,3320
3115474,DILMA VANA ROUSSEFF,2336
3115508,DILMA VANA ROUSSEFF,5924
3115607,DILMA VANA ROUSSEFF,269
3115706,DILMA VANA ROUSSEFF,2066
3115805,DILMA VANA ROUSSEFF,3559
3115904,DILMA VANA ROUSSEFF,1275
3116001,DILMA VANA ROUSSEFF,1866
3116100,DILMA VANA ROUSSEFF,4785
3116159,DILMA VANA ROUSSEFF,3403
3116209,DILMA VANA ROUSSEFF,1362
3116308,DILMA VANA ROUSSEFF,2325
3116407,DILMA VANA ROUSSEFF,1294
3116506,DILMA VANA ROUSSEFF,3548
3116605,DILMA VANA ROUSSEFF,7184
3116704,DILMA VANA ROUSSEFF,2817
3116803,DILMA VANA ROUSSEFF,3045
3116902,DILMA VANA ROUSSEFF,814
3117009,DILMA VANA ROUSSEFF,3368
3117108,DILMA VANA ROUSSEFF,3101
3117207,DILMA VANA ROUSSEFF,956
3117306,DILMA VANA ROUSSEFF,7970
3117405,DILMA VANA ROUSSEFF,1860
3117504,DILMA VANA ROUSSEFF,6517
3117603,DILMA VANA ROUSSEFF,1807
3117702,DILMA VANA ROUSSEFF,2560
3117801,DILMA VANA ROUSSEFF,2632
3117836,DILMA VANA ROUSSEFF,3028
3117876,DILMA VANA ROUSSEFF,2398
3117900,DILMA VANA ROUSSEFF,2210
3118007,DILMA VANA ROUSSEFF,16009
3118106,DILMA VANA ROUSSEFF,1911
3118205,DILMA VANA ROUSSEFF,1820
3118304,DILMA VANA ROUSSEFF,44384
3118403,DILMA VANA ROUSSEFF,6035
3118502,DILMA VANA ROUSSEFF,552
3118601,DILMA VANA ROUSSEFF,197480
3118700,DILMA VANA ROUSSEFF,2190
3118809,DILMA VANA ROUSSEFF,11470
3118908,DILMA VANA ROUSSEFF,3137
3119005,DILMA VANA ROUSSEFF,1104
3119104,DILMA VANA ROUSSEFF,9808
3119203,DILMA VANA ROUSSEFF,3492
3119302,DILMA VANA ROUSSEFF,8494
3119401,DILMA VANA ROUSSEFF,34724
3119500,DILMA VANA ROUSSEFF,3352
3119609,DILMA VANA ROUSSEFF,1311
3119708,DILMA VANA ROUSSEFF,1152
3119807,DILMA VANA ROUSSEFF,1049
3119906,DILMA VANA ROUSSEFF,1241
3119955,DILMA VANA ROUSSEFF,2350
3120003,DILMA VANA ROUSSEFF,1587
3120102,DILMA VANA ROUSSEFF,1901
3120151,DILMA VANA ROUSSEFF,2120
3120201,DILMA VANA ROUSSEFF,4003
3120300,DILMA VANA ROUSSEFF,2306
3120409,DILMA VANA ROUSSEFF,1718
3120508,DILMA VANA ROUSSEFF,2110
3120607,DILMA VANA ROUSSEFF,1769
3120706,DILMA VANA ROUSSEFF,1364
3120805,DILMA VANA ROUSSEFF,4401
3120839,DILMA VANA ROUSSEFF,1359
3120870,DILMA VANA ROUSSEFF,2278
3120904,DILMA VANA ROUSSEFF,24263
3121001,DILMA VANA ROUSSEFF,2429
3121100,DILMA VANA ROUSSEFF,1908
3121209,DILMA VANA ROUSSEFF,2267
3121258,DILMA VANA ROUSSEFF,2519
3121308,DILMA VANA ROUSSEFF,1480
3121407,DILMA VANA ROUSSEFF,1953
3121506,DILMA VANA ROUSSEFF,1286
3121605,DILMA VANA ROUSSEFF,16084
3121704,DILMA VANA ROUSSEFF,1919
3121803,DILMA VANA ROUSSEFF,3244
3121902,DILMA VANA ROUSSEFF,1747
3122009,DILMA VANA ROUSSEFF,6760
3122108,DILMA VANA ROUSSEFF,1557
3122207,DILMA VANA ROUSSEFF,2484
3122306,DILMA VANA ROUSSEFF,77205
3122355,DILMA VANA ROUSSEFF,1763
3122405,DILMA VANA ROUSSEFF,1687
3122454,DILMA VANA ROUSSEFF,2702
3122470,DILMA VANA ROUSSEFF,1499
3122504,DILMA VANA ROUSSEFF,1868
3122603,DILMA VANA ROUSSEFF,1795
3122702,DILMA VANA ROUSSEFF,1862
3122801,DILMA VANA ROUSSEFF,935
3122900,DILMA VANA ROUSSEFF,2841
3123007,DILMA VANA ROUSSEFF,2385
3123106,DILMA VANA ROUSSEFF,2440
3123205,DILMA VANA ROUSSEFF,3635
3123304,DILMA VANA ROUSSEFF,1953
3123403,DILMA VANA ROUSSEFF,505
3123502,DILMA VANA ROUSSEFF,897
3123528,DILMA VANA ROUSSEFF,2700
3123601,DILMA VANA ROUSSEFF,5762
3123700,DILMA VANA ROUSSEFF,2946
3123809,DILMA VANA ROUSSEFF,3148
3123858,DILMA VANA ROUSSEFF,2400
3123908,DILMA VANA ROUSSEFF,4994
3124005,DILMA VANA ROUSSEFF,7551
3124104,DILMA VANA ROUSSEFF,18523
3124203,DILMA VANA ROUSSEFF,6442
3124302,DILMA VANA ROUSSEFF,10255
3124401,DILMA VANA ROUSSEFF,1539
3124500,DILMA VANA ROUSSEFF,2983
3124609,DILMA VANA ROUSSEFF,1181
3124708,DILMA VANA ROUSSEFF,895
3124807,DILMA VANA ROUSSEFF,2795
3124906,DILMA VANA ROUSSEFF,3851
3125002,DILMA VANA ROUSSEFF,2009
3125101,DILMA VANA ROUSSEFF,8236
3125200,DILMA VANA ROUSSEFF,981
3125309,DILMA VANA ROUSSEFF,1436
3125408,DILMA VANA ROUSSEFF,1724
3125507,DILMA VANA ROUSSEFF,1341
3125606,DILMA VANA ROUSSEFF,1929
3125705,DILMA VANA ROUSSEFF,4862
3125804,DILMA VANA ROUSSEFF,1139
3125903,DILMA VANA ROUSSEFF,4208
3125952,DILMA VANA ROUSSEFF,4066
3126000,DILMA VANA ROUSSEFF,2712
3126109,DILMA VANA ROUSSEFF,18858
3126208,DILMA VANA ROUSSEFF,2493
3126307,DILMA VANA ROUSSEFF,1182
3126406,DILMA VANA ROUSSEFF,1188
3126505,DILMA VANA ROUSSEFF,2920
3126604,DILMA VANA ROUSSEFF,1759
3126703,DILMA VANA ROUSSEFF,10930
3126752,DILMA VANA ROUSSEFF,2093
3126802,DILMA VANA ROUSSEFF,2492
3126901,DILMA VANA ROUSSEFF,3306
3126950,DILMA VANA ROUSSEFF,1543
3127008,DILMA VANA ROUSSEFF,4845
3127057,DILMA VANA ROUSSEFF,1918
3127073,DILMA VANA ROUSSEFF,2562
3127107,DILMA VANA ROUSSEFF,14772
3127206,DILMA VANA ROUSSEFF,1531
3127305,DILMA VANA ROUSSEFF,2179
3127339,DILMA VANA ROUSSEFF,1937
3127354,DILMA VANA ROUSSEFF,1771
3127370,DILMA VANA ROUSSEFF,1153
3127388,DILMA VANA ROUSSEFF,1544
3127404,DILMA VANA ROUSSEFF,923
3127503,DILMA VANA ROUSSEFF,1374
3127602,DILMA VANA ROUSSEFF,4999
3127701,DILMA VANA ROUSSEFF,65926
3127800,DILMA VANA ROUSSEFF,5364
3127909,DILMA VANA ROUSSEFF,558
3128006,DILMA VANA ROUSSEFF,8443
3128105,DILMA VANA ROUSSEFF,3435
3128204,DILMA VANA ROUSSEFF,3589
3128253,DILMA VANA ROUSSEFF,3331
3128303,DILMA VANA ROUSSEFF,7524
3128402,DILMA VANA ROUSSEFF,2926
3128501,DILMA VANA ROUSSEFF,1388
3128600,DILMA VANA ROUSSEFF,2001
3128709,DILMA VANA ROUSSEFF,15334
3128808,DILMA VANA ROUSSEFF,3331
3128907,DILMA VANA ROUSSEFF,2519
3129004,DILMA VANA ROUSSEFF,3338
3129103,DILMA VANA ROUSSEFF,1853
3129202,DILMA VANA ROUSSEFF,1920
3129301,DILMA VANA ROUSSEFF,3140
3129400,DILMA VANA ROUSSEFF,2547
3129509,DILMA VANA ROUSSEFF,6460
3129608,DILMA VANA ROUSSEFF,3267
3129657,DILMA VANA ROUSSEFF,2553
3129707,DILMA VANA ROUSSEFF,2337
3129806,DILMA VANA ROUSSEFF,52310
3129905,DILMA VANA ROUSSEFF,1238
3130002,DILMA VANA ROUSSEFF,842
3130051,DILMA VANA ROUSSEFF,3824
3130101,DILMA VANA ROUSSEFF,12503
3130200,DILMA VANA ROUSSEFF,3894
3130309,DILMA VANA ROUSSEFF,2687
3130408,DILMA VANA ROUSSEFF,1872
3130507,DILMA VANA ROUSSEFF,3897
3130556,DILMA VANA ROUSSEFF,2436
3130606,DILMA VANA ROUSSEFF,2307
3130655,DILMA VANA ROUSSEFF,2425
3130705,DILMA VANA ROUSSEFF,2302
3130804,DILMA VANA ROUSSEFF,933
3130903,DILMA VANA ROUSSEFF,8885
3131000,DILMA VANA ROUSSEFF,2486
3131109,DILMA VANA ROUSSEFF,2714
3131158,DILMA VANA ROUSSEFF,6912
3131208,DILMA VANA ROUSSEFF,5207
3131307,DILMA VANA ROUSSEFF,66124
3131406,DILMA VANA ROUSSEFF,1522
3131505,DILMA VANA ROUSSEFF,3140
3131604,DILMA VANA ROUSSEFF,2799
3131703,DILMA VANA ROUSSEFF,40318
3131802,DILMA VANA ROUSSEFF,3309
3131901,DILMA VANA ROUSSEFF,14659
3132008,DILMA VANA ROUSSEFF,2264
3132107,DILMA VANA ROUSSEFF,6707
3132206,DILMA VANA ROUSSEFF,4044
3132305,DILMA VANA ROUSSEFF,3199
3132404,DILMA VANA ROUSSEFF,19489
3132503,DILMA VANA ROUSSEFF,8643
3132602,DILMA VANA ROUSSEFF,1920
3132701,DILMA VANA ROUSSEFF,8335
3132800,DILMA VANA ROUSSEFF,1108
3132909,DILMA VANA ROUSSEFF,3409
3133006,DILMA VANA ROUSSEFF,3169
3133105,DILMA VANA ROUSSEFF,3660
3133204,DILMA VANA ROUSSEFF,3756
3133303,DILMA VANA ROUSSEFF,5044
3133402,DILMA VANA ROUSSEFF,3725
3133501,DILMA VANA ROUSSEFF,6096
3133600,DILMA VANA ROUSSEFF,2738
3133709,DILMA VANA ROUSSEFF,3819
3133758,DILMA VANA ROUSSEFF,3872
3133808,DILMA VANA ROUSSEFF,20402
3133907,DILMA VANA ROUSSEFF,2781
3134004,DILMA VANA ROUSSEFF,4597
3134103,DILMA VANA ROUSSEFF,2063
3134202,DILMA VANA ROUSSEFF,34637
3134301,DILMA VANA ROUSSEFF,2221
3134400,DILMA VANA ROUSSEFF,14125
3134509,DILMA VANA ROUSSEFF,1383
3134608,DILMA VANA ROUSSEFF,6120
3134707,DILMA VANA ROUSSEFF,3691
3134806,DILMA VANA ROUSSEFF,1100
3134905,DILMA VANA ROUSSEFF,4357
3135001,DILMA VANA ROUSSEFF,1351
3135050,DILMA VANA ROUSSEFF,11721
3135076,DILMA VANA ROUSSEFF,2050
3135100,DILMA VANA ROUSSEFF,22989
3135209,DILMA VANA ROUSSEFF,24794
3135308,DILMA VANA ROUSSEFF,1164
3135357,DILMA VANA ROUSSEFF,3959
3135407,DILMA VANA ROUSSEFF,2090
3135456,DILMA VANA ROUSSEFF,2249
3135506,DILMA VANA ROUSSEFF,4811
3135605,DILMA VANA ROUSSEFF,3277
3135704,DILMA VANA ROUSSEFF,1983
3135803,DILMA VANA ROUSSEFF,7828
3135902,DILMA VANA ROUSSEFF,1623
3136009,DILMA VANA ROUSSEFF,5004
3136108,DILMA VANA ROUSSEFF,2227
3136207,DILMA VANA ROUSSEFF,22938
3136306,DILMA VANA ROUSSEFF,14721
3136405,DILMA VANA ROUSSEFF,1333
3136504,DILMA VANA ROUSSEFF,3314
3136520,DILMA VANA ROUSSEFF,1431
3136553,DILMA VANA ROUSSEFF,1909
3136579,DILMA VANA ROUSSEFF,1873
3136603,DILMA VANA ROUSSEFF,2736
3136652,DILMA VANA ROUSSEFF,7678
3136702,DILMA VANA ROUSSEFF,189310
3136801,DILMA VANA ROUSSEFF,2094
3136900,DILMA VANA ROUSSEFF,2721
3136959,DILMA VANA ROUSSEFF,2308
3137007,DILMA VANA ROUSSEFF,5633
3137106,DILMA VANA ROUSSEFF,2591
3137205,DILMA VANA ROUSSEFF,10446
3137304,DILMA VANA ROUSSEFF,1812
3137403,DILMA VANA ROUSSEFF,3598
3137502,DILMA VANA ROUSSEFF,4510
3137536,DILMA VANA ROUSSEFF,3023
3137601,DILMA VANA ROUSSEFF,13062
3137700,DILMA VANA ROUSSEFF,5402
3137809,DILMA VANA ROUSSEFF,4736
3137908,DILMA VANA ROUSSEFF,1637
3138005,DILMA VANA ROUSSEFF,2681
3138104,DILMA VANA ROUSSEFF,2559
3138203,DILMA VANA ROUSSEFF,24520
3138302,DILMA VANA ROUSSEFF,1234
3138351,DILMA VANA ROUSSEFF,1753
3138401,DILMA VANA ROUSSEFF,19608
3138500,DILMA VANA ROUSSEFF,1822
3138609,DILMA VANA ROUSSEFF,6476
3138625,DILMA VANA ROUSSEFF,2889
3138658,DILMA VANA ROUSSEFF,3811
3138674,DILMA VANA ROUSSEFF,1705
3138682,DILMA VANA ROUSSEFF,2975
3138708,DILMA VANA ROUSSEFF,1735
3138807,DILMA VANA ROUSSEFF,4781
3138906,DILMA VANA ROUSSEFF,2770
3139003,DILMA VANA ROUSSEFF,7093
3139102,DILMA VANA ROUSSEFF,1884
3139201,DILMA VANA ROUSSEFF,6286
3139250,DILMA VANA ROUSSEFF,2648
3139300,DILMA VANA ROUSSEFF,8096
3139409,DILMA VANA ROUSSEFF,19876
3139508,DILMA VANA ROUSSEFF,4955
3139607,DILMA VANA ROUSSEFF,7522
3139706,DILMA VANA ROUSSEFF,2382
3139805,DILMA VANA ROUSSEFF,3875
3139904,DILMA VANA ROUSSEFF,3996
3140001,DILMA VANA ROUSSEFF,19904
3140100,DILMA VANA ROUSSEFF,1661
3140159,DILMA VANA ROUSSEFF,4105
3140209,DILMA VANA ROUSSEFF,1342
3140308,DILMA VANA ROUSSEFF,1697
3140407,DILMA VANA ROUSSEFF,1308
3140506,DILMA VANA ROUSSEFF,3721
3140530,DILMA VANA ROUSSEFF,2736
3140555,DILMA VANA ROUSSEFF,2810
3140605,DILMA VANA ROUSSEFF,1911
3140704,DILMA VANA ROUSSEFF,8948
3140803,DILMA VANA ROUSSEFF,5403
3140852,DILMA VANA ROUSSEFF,2963
3140902,DILMA VANA ROUSSEFF,5963
3141009,DILMA VANA ROUSSEFF,5455
3141108,DILMA VANA ROUSSEFF,12831
3141207,DILMA VANA ROUSSEFF,1002
3141306,DILMA VANA ROUSSEFF,869
3141405,DILMA VANA ROUSSEFF,7301
3141504,DILMA VANA ROUSSEFF,2077
3141603,DILMA VANA ROUSSEFF,3704
3141702,DILMA VANA ROUSSEFF,2156
3141801,DILMA VANA ROUSSEFF,9222
3141900,DILMA VANA ROUSSEFF,1346
3142007,DILMA VANA ROUSSEFF,5944
3142106,DILMA VANA ROUSSEFF,3975
3142205,DILMA VANA ROUSSEFF,3644
3142254,DILMA VANA ROUSSEFF,1848
3142304,DILMA VANA ROUSSEFF,1944
3142403,DILMA VANA ROUSSEFF,2342
3142502,DILMA VANA ROUSSEFF,803
3142601,DILMA VANA ROUSSEFF,2317
3142700,DILMA VANA ROUSSEFF,5433
3142809,DILMA VANA ROUSSEFF,6466
3142908,DILMA VANA ROUSSEFF,9228
3143005,DILMA VANA ROUSSEFF,3872
3143104,DILMA VANA ROUSSEFF,18306
3143153,DILMA VANA ROUSSEFF,1579
3143203,DILMA VANA ROUSSEFF,4287
3143302,DILMA VANA ROUSSEFF,120444
3143401,DILMA VANA ROUSSEFF,3932
3143450,DILMA VANA ROUSSEFF,2342
3143500,DILMA VANA ROUSSEFF,2718
3143609,DILMA VANA ROUSSEFF,1089
3143708,DILMA VANA ROUSSEFF,1562
3143807,DILMA VANA ROUSSEFF,2151
3143906,DILMA VANA ROUSSEFF,34698
3144003,DILMA VANA ROUSSEFF,8062
3144102,DILMA VANA ROUSSEFF,6283
3144201,DILMA VANA ROUSSEFF,1311
3144300,DILMA VANA ROUSSEFF,11551
3144359,DILMA VANA ROUSSEFF,2388
3144375,DILMA VANA ROUSSEFF,1573
3144409,DILMA VANA ROUSSEFF,1016
3144508,DILMA VANA ROUSSEFF,2909
3144607,DILMA VANA ROUSSEFF,6702
3144656,DILMA VANA ROUSSEFF,3121
3144672,DILMA VANA ROUSSEFF,1512
3144706,DILMA VANA ROUSSEFF,6878
3144805,DILMA VANA ROUSSEFF,23193
3144904,DILMA VANA ROUSSEFF,1472
3145000,DILMA VANA ROUSSEFF,4651
3145059,DILMA VANA ROUSSEFF,3496
3145109,DILMA VANA ROUSSEFF,4254
3145208,DILMA VANA ROUSSEFF,13746
3145307,DILMA VANA ROUSSEFF,9910
3145356,DILMA VANA ROUSSEFF,3644
3145372,DILMA VANA ROUSSEFF,1987
3145406,DILMA VANA ROUSSEFF,1061
3145455,DILMA VANA ROUSSEFF,2682
3145505,DILMA VANA ROUSSEFF,739
3145604,DILMA VANA ROUSSEFF,11542
3145703,DILMA VANA ROUSSEFF,1131
3145802,DILMA VANA ROUSSEFF,1025
3145851,DILMA VANA ROUSSEFF,2248
3145877,DILMA VANA ROUSSEFF,2895
3145901,DILMA VANA ROUSSEFF,11628
3146008,DILMA VANA ROUSSEFF,6615
3146107,DILMA VANA ROUSSEFF,26607
3146206,DILMA VANA ROUSSEFF,2787
3146255,DILMA VANA ROUSSEFF,2381
3146305,DILMA VANA ROUSSEFF,6183
3146404,DILMA VANA ROUSSEFF,1830
3146503,DILMA VANA ROUSSEFF,2488
3146552,DILMA VANA ROUSSEFF,2519
3146602,DILMA VANA ROUSSEFF,735
3146701,DILMA VANA ROUSSEFF,2443
3146750,DILMA VANA ROUSSEFF,2654
3146909,DILMA VANA ROUSSEFF,5564
3147006,DILMA VANA ROUSSEFF,22085
3147105,DILMA VANA ROUSSEFF,22923
3147204,DILMA VANA ROUSSEFF,5335
3147303,DILMA VANA ROUSSEFF,4374
3147402,DILMA VANA ROUSSEFF,8540
3147501,DILMA VANA ROUSSEFF,816
3147600,DILMA VANA ROUSSEFF,4055
3147709,DILMA VANA ROUSSEFF,3230
3147808,DILMA VANA ROUSSEFF,788
3147907,DILMA VANA ROUSSEFF,37154
3147956,DILMA VANA ROUSSEFF,2268
3148004,DILMA VANA ROUSSEFF,35935
3148103,DILMA VANA ROUSSEFF,24026
3148202,DILMA VANA ROUSSEFF,2018
3148301,DILMA VANA ROUSSEFF,3793
3148400,DILMA VANA ROUSSEFF,1809
3148509,DILMA VANA ROUSSEFF,2740
3148608,DILMA VANA ROUSSEFF,5043
3148707,DILMA VANA ROUSSEFF,7279
3148756,DILMA VANA ROUSSEFF,2362
3148806,DILMA VANA ROUSSEFF,1829
3148905,DILMA VANA ROUSSEFF,1415
3149002,DILMA VANA ROUSSEFF,896
3149101,DILMA VANA ROUSSEFF,2330
3149150,DILMA VANA ROUSSEFF,4068
3149200,DILMA VANA ROUSSEFF,1226
3149309,DILMA VANA ROUSSEFF,19222
3149408,DILMA VANA ROUSSEFF,1082
3149507,DILMA VANA ROUSSEFF,1191
3149606,DILMA VANA ROUSSEFF,1532
3149705,DILMA VANA ROUSSEFF,2065
3149804,DILMA VANA ROUSSEFF,3086
3149903,DILMA VANA ROUSSEFF,6564
3149952,DILMA VANA ROUSSEFF,2284
3150000,DILMA VANA ROUSSEFF,1253
3150109,DILMA VANA ROUSSEFF,1395
3150158,DILMA VANA ROUSSEFF,2546
3150208,DILMA VANA ROUSSEFF,1733
3150307,DILMA VANA ROUSSEFF,1489
3150406,DILMA VANA ROUSSEFF,1888
3150505,DILMA VANA ROUSSEFF,2694
3150539,DILMA VANA ROUSSEFF,2014
3150570,DILMA VANA ROUSSEFF,2879
3150604,DILMA VANA ROUSSEFF,2855
3150703,DILMA VANA ROUSSEFF,1380
3150802,DILMA VANA ROUSSEFF,5793
3150901,DILMA VANA ROUSSEFF,1203
3151008,DILMA VANA ROUSSEFF,2491
3151107,DILMA VANA ROUSSEFF,4876
3151206,DILMA VANA ROUSSEFF,15625
3151305,DILMA VANA ROUSSEFF,4195
3151404,DILMA VANA ROUSSEFF,6415
3151503,DILMA VANA ROUSSEFF,9312
3151602,DILMA VANA ROUSSEFF,3522
3151701,DILMA VANA ROUSSEFF,4872
3151800,DILMA VANA ROUSSEFF,36488
3151909,DILMA VANA ROUSSEFF,3152
3152006,DILMA VANA ROUSSEFF,10555
3152105,DILMA VANA ROUSSEFF,21848
3152131,DILMA VANA ROUSSEFF,1631
3152170,DILMA VANA ROUSSEFF,3704
3152204,DILMA VANA ROUSSEFF,16086
3152303,DILMA VANA ROUSSEFF,3753
3152402,DILMA VANA ROUSSEFF,5019
3152501,DILMA VANA ROUSSEFF,30315
3152600,DILMA VANA ROUSSEFF,1375
3152709,DILMA VANA ROUSSEFF,2553
3152808,DILMA VANA ROUSSEFF,9002
3152907,DILMA VANA ROUSSEFF,2561
3153004,DILMA VANA ROUSSEFF,907
3153103,DILMA VANA ROUSSEFF,2283
3153202,DILMA VANA ROUSSEFF,1953
3153301,DILMA VANA ROUSSEFF,1547
3153400,DILMA VANA ROUSSEFF,7148
3153509,DILMA VANA ROUSSEFF,1911
3153608,DILMA VANA ROUSSEFF,3120
3153707,DILMA VANA ROUSSEFF,1036
3153806,DILMA VANA ROUSSEFF,1147
3153905,DILMA VANA ROUSSEFF,6549
3154002,DILMA VANA ROUSSEFF,7671
3154101,DILMA VANA ROUSSEFF,3545
3154150,DILMA VANA ROUSSEFF,2054
3154200,DILMA VANA ROUSSEFF,3736
3154309,DILMA VANA ROUSSEFF,3871
3154408,DILMA VANA ROUSSEFF,2109
3154457,DILMA VANA ROUSSEFF,2786
3154507,DILMA VANA ROUSSEFF,3952
3154606,DILMA VANA ROUSSEFF,86922
3154705,DILMA VANA ROUSSEFF,1305
3154804,DILMA VANA ROUSSEFF,2925
3154903,DILMA VANA ROUSSEFF,4930
3155009,DILMA VANA ROUSSEFF,893
3155108,DILMA VANA ROUSSEFF,2207
3155207,DILMA VANA ROUSSEFF,1820
3155306,DILMA VANA ROUSSEFF,2168
3155405,DILMA VANA ROUSSEFF,2896
3155504,DILMA VANA ROUSSEFF,3812
3155603,DILMA VANA ROUSSEFF,9893
3155702,DILMA VANA ROUSSEFF,5730
3155801,DILMA VANA ROUSSEFF,5397
3155900,DILMA VANA ROUSSEFF,2471
3156007,DILMA VANA ROUSSEFF,4380
3156106,DILMA VANA ROUSSEFF,1638
3156205,DILMA VANA ROUSSEFF,893
3156304,DILMA VANA ROUSSEFF,2748
3156403,DILMA VANA ROUSSEFF,1762
3156452,DILMA VANA ROUSSEFF,2424
3156502,DILMA VANA ROUSSEFF,3135
3156601,DILMA VANA ROUSSEFF,2359
3156700,DILMA VANA ROUSSEFF,35936
3156809,DILMA VANA ROUSSEFF,5736
3156908,DILMA VANA ROUSSEFF,5960
3157005,DILMA VANA ROUSSEFF,13115
3157104,DILMA VANA ROUSSEFF,2029
3157203,DILMA VANA ROUSSEFF,10973
3157252,DILMA VANA ROUSSEFF,2963
3157278,DILMA VANA ROUSSEFF,1457
3157302,DILMA VANA ROUSSEFF,2188
3157336,DILMA VANA ROUSSEFF,2375
3157377,DILMA VANA ROUSSEFF,2353
3157401,DILMA VANA ROUSSEFF,2485
3157500,DILMA VANA ROUSSEFF,1392
3157609,DILMA VANA ROUSSEFF,1564
3157658,DILMA VANA ROUSSEFF,1971
3157708,DILMA VANA ROUSSEFF,3644
3157807,DILMA VANA ROUSSEFF,65253
3157906,DILMA VANA ROUSSEFF,4985
3158003,DILMA VANA ROUSSEFF,3728
3158102,DILMA VANA ROUSSEFF,1839
3158201,DILMA VANA ROUSSEFF,5220
3158300,DILMA VANA ROUSSEFF,2827
3158409,DILMA VANA ROUSSEFF,1341
3158508,DILMA VANA ROUSSEFF,3529
3158607,DILMA VANA ROUSSEFF,1793
