COD_MUN_IBGE,NOME_CANDIDATO,QTDE_VOTOS
2606200,DILMA VANA ROUSSEFF,33702
2606309,DILMA VANA ROUSSEFF,3567
2606408,DILMA VANA ROUSSEFF,27417
2606507,DILMA VANA ROUSSEFF,8264
2606606,DILMA VANA ROUSSEFF,11230
2606705,DILMA VANA ROUSSEFF,3315
2606804,DILMA VANA ROUSSEFF,39458
2606903,DILMA VANA ROUSSEFF,4877
2607000,DILMA VANA ROUSSEFF,6888
2607109,DILMA VANA ROUSSEFF,2235
2607208,DILMA VANA ROUSSEFF,36805
2607307,DILMA VANA ROUSSEFF,10863
2607406,DILMA VANA ROUSSEFF,2647
2607505,DILMA VANA ROUSSEFF,9473
2607604,DILMA VANA ROUSSEFF,8176
2607653,DILMA VANA ROUSSEFF,12920
2607703,DILMA VANA ROUSSEFF,6447
2607752,DILMA VANA ROUSSEFF,9080
2607802,DILMA VANA ROUSSEFF,7324
2607901,DILMA VANA ROUSSEFF,220271
2607950,DILMA VANA ROUSSEFF,4537
2608008,DILMA VANA ROUSSEFF,6104
2608057,DILMA VANA ROUSSEFF,6809
2608107,DILMA VANA ROUSSEFF,11628
2608206,DILMA VANA ROUSSEFF,6696
2608255,DILMA VANA ROUSSEFF,5165
2608305,DILMA VANA ROUSSEFF,6824
2608404,DILMA VANA ROUSSEFF,5735
2608453,DILMA VANA ROUSSEFF,6300
2608503,DILMA VANA ROUSSEFF,8226
2608602,DILMA VANA ROUSSEFF,6418
2608701,DILMA VANA ROUSSEFF,6466
2608750,DILMA VANA ROUSSEFF,10450
2608800,DILMA VANA ROUSSEFF,12456
2608909,DILMA VANA ROUSSEFF,24450
2609006,DILMA VANA ROUSSEFF,9589
2609105,DILMA VANA ROUSSEFF,4828
2609154,DILMA VANA ROUSSEFF,5852
2609204,DILMA VANA ROUSSEFF,4882
2609303,DILMA VANA ROUSSEFF,6493
2609402,DILMA VANA ROUSSEFF,24460
2609501,DILMA VANA ROUSSEFF,13761
2609600,DILMA VANA ROUSSEFF,170240
2609709,DILMA VANA ROUSSEFF,8221
2609808,DILMA VANA ROUSSEFF,5764
2609907,DILMA VANA ROUSSEFF,24948
2610004,DILMA VANA ROUSSEFF,25168
2610103,DILMA VANA ROUSSEFF,3905
2610202,DILMA VANA ROUSSEFF,10171
2610301,DILMA VANA ROUSSEFF,5740
2610400,DILMA VANA ROUSSEFF,10619
2610509,DILMA VANA ROUSSEFF,12640
2610608,DILMA VANA ROUSSEFF,15304
2610707,DILMA VANA ROUSSEFF,110172
2610806,DILMA VANA ROUSSEFF,9366
2610905,DILMA VANA ROUSSEFF,27941
2611002,DILMA VANA ROUSSEFF,14445
2611101,DILMA VANA ROUSSEFF,103427
2611200,DILMA VANA ROUSSEFF,5139
2611309,DILMA VANA ROUSSEFF,9905
2611408,DILMA VANA ROUSSEFF,5771
2611507,DILMA VANA ROUSSEFF,8448
2611533,DILMA VANA ROUSSEFF,3619
2611606,DILMA VANA ROUSSEFF,573663
2611705,DILMA VANA ROUSSEFF,9696
2611804,DILMA VANA ROUSSEFF,17017
2611903,DILMA VANA ROUSSEFF,9175
2612000,DILMA VANA ROUSSEFF,6376
2612109,DILMA VANA ROUSSEFF,2958
2612208,DILMA VANA ROUSSEFF,23007
2612307,DILMA VANA ROUSSEFF,6986
2612406,DILMA VANA ROUSSEFF,8506
2612455,DILMA VANA ROUSSEFF,6749
2612471,DILMA VANA ROUSSEFF,6359
2612505,DILMA VANA ROUSSEFF,21357
2612554,DILMA VANA ROUSSEFF,5820
2612604,DILMA VANA ROUSSEFF,15514
2612703,DILMA VANA ROUSSEFF,4546
2612802,DILMA VANA ROUSSEFF,4207
2612901,DILMA VANA ROUSSEFF,3544
2613008,DILMA VANA ROUSSEFF,17557
2613107,DILMA VANA ROUSSEFF,15359
2613206,DILMA VANA ROUSSEFF,9969
2613305,DILMA VANA ROUSSEFF,8143
2613404,DILMA VANA ROUSSEFF,6170
2613503,DILMA VANA ROUSSEFF,14230
2613602,DILMA VANA ROUSSEFF,13224
2613701,DILMA VANA ROUSSEFF,42003
2613800,DILMA VANA ROUSSEFF,7257
2613909,DILMA VANA ROUSSEFF,35586
2614006,DILMA VANA ROUSSEFF,8155
2614105,DILMA VANA ROUSSEFF,13959
2614204,DILMA VANA ROUSSEFF,15796
2614303,DILMA VANA ROUSSEFF,5637
2614402,DILMA VANA ROUSSEFF,3067
2614501,DILMA VANA ROUSSEFF,20186
2614600,DILMA VANA ROUSSEFF,11663
2614709,DILMA VANA ROUSSEFF,5280
2614808,DILMA VANA ROUSSEFF,6945
2614857,DILMA VANA ROUSSEFF,8767
2615003,DILMA VANA ROUSSEFF,7872
2615102,DILMA VANA ROUSSEFF,3471
2615201,DILMA VANA ROUSSEFF,5315
2615300,DILMA VANA ROUSSEFF,23152
2615409,DILMA VANA ROUSSEFF,11944
2615508,DILMA VANA ROUSSEFF,5552
2615607,DILMA VANA ROUSSEFF,10120
2615706,DILMA VANA ROUSSEFF,7339
2615805,DILMA VANA ROUSSEFF,7901
2615904,DILMA VANA ROUSSEFF,4773
2616001,DILMA VANA ROUSSEFF,7553
2616100,DILMA VANA ROUSSEFF,4449
2616183,DILMA VANA ROUSSEFF,3556
2616209,DILMA VANA ROUSSEFF,6090
2616308,DILMA VANA ROUSSEFF,10881
2616407,DILMA VANA ROUSSEFF,52416
2616506,DILMA VANA ROUSSEFF,5265
2200053,DILMA VANA ROUSSEFF,3449
2200103,DILMA VANA ROUSSEFF,2439
2200202,DILMA VANA ROUSSEFF,6097
2200251,DILMA VANA ROUSSEFF,2829
2200277,DILMA VANA ROUSSEFF,2177
2200301,DILMA VANA ROUSSEFF,5758
2200400,DILMA VANA ROUSSEFF,15402
2200459,DILMA VANA ROUSSEFF,2174
2200509,DILMA VANA ROUSSEFF,7005
2200608,DILMA VANA ROUSSEFF,3439
2200707,DILMA VANA ROUSSEFF,3355
2200806,DILMA VANA ROUSSEFF,991
2200905,DILMA VANA ROUSSEFF,2876
2200954,DILMA VANA ROUSSEFF,1641
2201002,DILMA VANA ROUSSEFF,2155
2201051,DILMA VANA ROUSSEFF,1974
2201101,DILMA VANA ROUSSEFF,4104
2201150,DILMA VANA ROUSSEFF,3543
2201176,DILMA VANA ROUSSEFF,1464
2201200,DILMA VANA ROUSSEFF,12085
2201309,DILMA VANA ROUSSEFF,1347
2201408,DILMA VANA ROUSSEFF,2727
2201507,DILMA VANA ROUSSEFF,8295
2201556,DILMA VANA ROUSSEFF,1864
2201572,DILMA VANA ROUSSEFF,1579
2201606,DILMA VANA ROUSSEFF,4038
2201705,DILMA VANA ROUSSEFF,2114
2201739,DILMA VANA ROUSSEFF,3029
2201770,DILMA VANA ROUSSEFF,2504
2201804,DILMA VANA ROUSSEFF,2416
2201903,DILMA VANA ROUSSEFF,6342
2201919,DILMA VANA ROUSSEFF,2333
2201929,DILMA VANA ROUSSEFF,2437
2201945,DILMA VANA ROUSSEFF,2399
2201960,DILMA VANA ROUSSEFF,3133
2201988,DILMA VANA ROUSSEFF,2041
2202000,DILMA VANA ROUSSEFF,6450
2202026,DILMA VANA ROUSSEFF,2864
2202059,DILMA VANA ROUSSEFF,4004
2202075,DILMA VANA ROUSSEFF,1591
2202083,DILMA VANA ROUSSEFF,3132
2202091,DILMA VANA ROUSSEFF,2399
2202109,DILMA VANA ROUSSEFF,2712
2202117,DILMA VANA ROUSSEFF,2327
2202133,DILMA VANA ROUSSEFF,2717
2202174,DILMA VANA ROUSSEFF,2250
2202208,DILMA VANA ROUSSEFF,17181
2202251,DILMA VANA ROUSSEFF,1523
2202307,DILMA VANA ROUSSEFF,7435
2202406,DILMA VANA ROUSSEFF,3998
2202455,DILMA VANA ROUSSEFF,1868
2202505,DILMA VANA ROUSSEFF,4284
2202539,DILMA VANA ROUSSEFF,1685
2202554,DILMA VANA ROUSSEFF,2278
2202604,DILMA VANA ROUSSEFF,6371
2202653,DILMA VANA ROUSSEFF,1718
2202703,DILMA VANA ROUSSEFF,6185
2202711,DILMA VANA ROUSSEFF,2237
2202729,DILMA VANA ROUSSEFF,2295
2202737,DILMA VANA ROUSSEFF,2216
2202752,DILMA VANA ROUSSEFF,2664
2202778,DILMA VANA ROUSSEFF,3046
2202802,DILMA VANA ROUSSEFF,2343
2202851,DILMA VANA ROUSSEFF,2549
2202901,DILMA VANA ROUSSEFF,8412
2203008,DILMA VANA ROUSSEFF,2312
2203107,DILMA VANA ROUSSEFF,3413
2203206,DILMA VANA ROUSSEFF,3606
2203230,DILMA VANA ROUSSEFF,2513
2203255,DILMA VANA ROUSSEFF,2181
2203271,DILMA VANA ROUSSEFF,1987
2203305,DILMA VANA ROUSSEFF,4690
2203354,DILMA VANA ROUSSEFF,2809
2203404,DILMA VANA ROUSSEFF,3548
2203420,DILMA VANA ROUSSEFF,1788
2203453,DILMA VANA ROUSSEFF,4455
2203503,DILMA VANA ROUSSEFF,6379
2203602,DILMA VANA ROUSSEFF,1921
2203701,DILMA VANA ROUSSEFF,10105
2203750,DILMA VANA ROUSSEFF,2324
2203800,DILMA VANA ROUSSEFF,1781
2203859,DILMA VANA ROUSSEFF,1188
2203909,DILMA VANA ROUSSEFF,20241
2204006,DILMA VANA ROUSSEFF,2092
2204105,DILMA VANA ROUSSEFF,2008
2204154,DILMA VANA ROUSSEFF,1447
2204204,DILMA VANA ROUSSEFF,3742
2204303,DILMA VANA ROUSSEFF,4564
2204352,DILMA VANA ROUSSEFF,2511
2204402,DILMA VANA ROUSSEFF,3415
2204501,DILMA VANA ROUSSEFF,3750
2204550,DILMA VANA ROUSSEFF,2085
2204600,DILMA VANA ROUSSEFF,1897
2204659,DILMA VANA ROUSSEFF,3627
2204709,DILMA VANA ROUSSEFF,5937
2204808,DILMA VANA ROUSSEFF,3769
2204907,DILMA VANA ROUSSEFF,3191
2205003,DILMA VANA ROUSSEFF,4926
2205102,DILMA VANA ROUSSEFF,3981
2205151,DILMA VANA ROUSSEFF,2695
2205201,DILMA VANA ROUSSEFF,5167
2205250,DILMA VANA ROUSSEFF,1936
2205276,DILMA VANA ROUSSEFF,2679
2205300,DILMA VANA ROUSSEFF,1948
2205359,DILMA VANA ROUSSEFF,1715
2205409,DILMA VANA ROUSSEFF,4467
2205458,DILMA VANA ROUSSEFF,1926
2205508,DILMA VANA ROUSSEFF,16136
2205516,DILMA VANA ROUSSEFF,2660
2205524,DILMA VANA ROUSSEFF,2358
2205532,DILMA VANA ROUSSEFF,2199
2205540,DILMA VANA ROUSSEFF,1207
2205557,DILMA VANA ROUSSEFF,4001
2205565,DILMA VANA ROUSSEFF,2112
2205573,DILMA VANA ROUSSEFF,2612
2205581,DILMA VANA ROUSSEFF,1789
2205599,DILMA VANA ROUSSEFF,2757
2205607,DILMA VANA ROUSSEFF,2055
2205706,DILMA VANA ROUSSEFF,9652
2205805,DILMA VANA ROUSSEFF,8212
2205854,DILMA VANA ROUSSEFF,2291
2205904,DILMA VANA ROUSSEFF,2376
2205953,DILMA VANA ROUSSEFF,3240
2206001,DILMA VANA ROUSSEFF,1490
2206050,DILMA VANA ROUSSEFF,2818
2206100,DILMA VANA ROUSSEFF,2924
2206209,DILMA VANA ROUSSEFF,10077
2206308,DILMA VANA ROUSSEFF,564
2206357,DILMA VANA ROUSSEFF,2710
2206407,DILMA VANA ROUSSEFF,5064
2206506,DILMA VANA ROUSSEFF,3301
2206605,DILMA VANA ROUSSEFF,3782
2206654,DILMA VANA ROUSSEFF,1377
2206670,DILMA VANA ROUSSEFF,2258
2206696,DILMA VANA ROUSSEFF,2632
2206704,DILMA VANA ROUSSEFF,3367
2206720,DILMA VANA ROUSSEFF,5003
2206753,DILMA VANA ROUSSEFF,2757
2206803,DILMA VANA ROUSSEFF,2858
2206902,DILMA VANA ROUSSEFF,3048
2206951,DILMA VANA ROUSSEFF,1811
2207009,DILMA VANA ROUSSEFF,13378
2207108,DILMA VANA ROUSSEFF,1172
2207207,DILMA VANA ROUSSEFF,2579
2207306,DILMA VANA ROUSSEFF,1186
2207355,DILMA VANA ROUSSEFF,1269
2207405,DILMA VANA ROUSSEFF,1981
2207504,DILMA VANA ROUSSEFF,5846
2207553,DILMA VANA ROUSSEFF,2112
2207603,DILMA VANA ROUSSEFF,3737
2207702,DILMA VANA ROUSSEFF,36686
2207751,DILMA VANA ROUSSEFF,1727
2207777,DILMA VANA ROUSSEFF,2730
2207793,DILMA VANA ROUSSEFF,2078
2207801,DILMA VANA ROUSSEFF,8791
2207850,DILMA VANA ROUSSEFF,1946
2207900,DILMA VANA ROUSSEFF,14073
2207934,DILMA VANA ROUSSEFF,1413
2207959,DILMA VANA ROUSSEFF,2054
2208007,DILMA VANA ROUSSEFF,24056
2208106,DILMA VANA ROUSSEFF,4185
2208205,DILMA VANA ROUSSEFF,6879
2208304,DILMA VANA ROUSSEFF,9063
2208403,DILMA VANA ROUSSEFF,19146
2208502,DILMA VANA ROUSSEFF,4109
2208551,DILMA VANA ROUSSEFF,940
2208601,DILMA VANA ROUSSEFF,1586
2208650,DILMA VANA ROUSSEFF,3873
2208700,DILMA VANA ROUSSEFF,2604
2208809,DILMA VANA ROUSSEFF,7200
2208858,DILMA VANA ROUSSEFF,2161
2208874,DILMA VANA ROUSSEFF,2005
2208908,DILMA VANA ROUSSEFF,2294
2209005,DILMA VANA ROUSSEFF,2483
2209104,DILMA VANA ROUSSEFF,2934
2209153,DILMA VANA ROUSSEFF,1489
2209203,DILMA VANA ROUSSEFF,2036
2209302,DILMA VANA ROUSSEFF,1955
2209351,DILMA VANA ROUSSEFF,1999
2209377,DILMA VANA ROUSSEFF,1977
2209401,DILMA VANA ROUSSEFF,2629
2209450,DILMA VANA ROUSSEFF,1045
2209500,DILMA VANA ROUSSEFF,1454
2209559,DILMA VANA ROUSSEFF,2141
2209609,DILMA VANA ROUSSEFF,1764
2209658,DILMA VANA ROUSSEFF,2336
2209708,DILMA VANA ROUSSEFF,2781
2209757,DILMA VANA ROUSSEFF,1085
2209807,DILMA VANA ROUSSEFF,2354
2209856,DILMA VANA ROUSSEFF,2068
2209872,DILMA VANA ROUSSEFF,2287
2209906,DILMA VANA ROUSSEFF,2548
2209955,DILMA VANA ROUSSEFF,2046
2209971,DILMA VANA ROUSSEFF,2415
2210003,DILMA VANA ROUSSEFF,6322
2210052,DILMA VANA ROUSSEFF,2193
2210102,DILMA VANA ROUSSEFF,1506
2210201,DILMA VANA ROUSSEFF,3168
2210300,DILMA VANA ROUSSEFF,2938
2210359,DILMA VANA ROUSSEFF,2417
2210375,DILMA VANA ROUSSEFF,1152
2210383,DILMA VANA ROUSSEFF,1154
2210391,DILMA VANA ROUSSEFF,1034
2210409,DILMA VANA ROUSSEFF,5574
2210508,DILMA VANA ROUSSEFF,4654
2210607,DILMA VANA ROUSSEFF,10124
2210623,DILMA VANA ROUSSEFF,1965
2210631,DILMA VANA ROUSSEFF,1685
2210656,DILMA VANA ROUSSEFF,3964
2210706,DILMA VANA ROUSSEFF,5376
2210805,DILMA VANA ROUSSEFF,3867
2210904,DILMA VANA ROUSSEFF,1782
2210938,DILMA VANA ROUSSEFF,2845
2210953,DILMA VANA ROUSSEFF,907
2210979,DILMA VANA ROUSSEFF,1161
2211001,DILMA VANA ROUSSEFF,251422
2211100,DILMA VANA ROUSSEFF,15549
2211209,DILMA VANA ROUSSEFF,3615
2211308,DILMA VANA ROUSSEFF,8162
2211357,DILMA VANA ROUSSEFF,1937
2211407,DILMA VANA ROUSSEFF,1594
2211506,DILMA VANA ROUSSEFF,1426
2211605,DILMA VANA ROUSSEFF,1514
2211704,DILMA VANA ROUSSEFF,2185
4100103,DILMA VANA ROUSSEFF,1966
4100202,DILMA VANA ROUSSEFF,2322
4100301,DILMA VANA ROUSSEFF,2662
4100400,DILMA VANA ROUSSEFF,24986
4100459,DILMA VANA ROUSSEFF,1420
4100509,DILMA VANA ROUSSEFF,5168
4100608,DILMA VANA ROUSSEFF,4175
4100707,DILMA VANA ROUSSEFF,3133
4100806,DILMA VANA ROUSSEFF,2749
4100905,DILMA VANA ROUSSEFF,1327
4101002,DILMA VANA ROUSSEFF,7125
4101051,DILMA VANA ROUSSEFF,959
4101101,DILMA VANA ROUSSEFF,6702
4101150,DILMA VANA ROUSSEFF,818
4101200,DILMA VANA ROUSSEFF,3756
4101309,DILMA VANA ROUSSEFF,2433
4101408,DILMA VANA ROUSSEFF,21089
4101507,DILMA VANA ROUSSEFF,18075
4101606,DILMA VANA ROUSSEFF,5220
4101655,DILMA VANA ROUSSEFF,1373
4101705,DILMA VANA ROUSSEFF,4104
4101804,DILMA VANA ROUSSEFF,42379
4101853,DILMA VANA ROUSSEFF,928
4101903,DILMA VANA ROUSSEFF,3146
4102000,DILMA VANA ROUSSEFF,8377
4102109,DILMA VANA ROUSSEFF,5865
4102208,DILMA VANA ROUSSEFF,1352
4102307,DILMA VANA ROUSSEFF,3864
4102406,DILMA VANA ROUSSEFF,8414
4102505,DILMA VANA ROUSSEFF,2784
4102604,DILMA VANA ROUSSEFF,2963
4102703,DILMA VANA ROUSSEFF,882
4102752,DILMA VANA ROUSSEFF,1534
4102802,DILMA VANA ROUSSEFF,3847
4102901,DILMA VANA ROUSSEFF,5526
4103008,DILMA VANA ROUSSEFF,1028
4103024,DILMA VANA ROUSSEFF,1321
4103040,DILMA VANA ROUSSEFF,2292
4103057,DILMA VANA ROUSSEFF,2816
4103107,DILMA VANA ROUSSEFF,3081
4103156,DILMA VANA ROUSSEFF,1623
4103206,DILMA VANA ROUSSEFF,1865
4103222,DILMA VANA ROUSSEFF,1245
4103305,DILMA VANA ROUSSEFF,2017
4103354,DILMA VANA ROUSSEFF,2082
4103370,DILMA VANA ROUSSEFF,1230
4103404,DILMA VANA ROUSSEFF,1095
4103453,DILMA VANA ROUSSEFF,3982
4103479,DILMA VANA ROUSSEFF,1282
4103503,DILMA VANA ROUSSEFF,1730
4103602,DILMA VANA ROUSSEFF,4562
4103701,DILMA VANA ROUSSEFF,23951
4103800,DILMA VANA ROUSSEFF,2313
4103909,DILMA VANA ROUSSEFF,3969
4103958,DILMA VANA ROUSSEFF,1608
4104006,DILMA VANA ROUSSEFF,11159
4104055,DILMA VANA ROUSSEFF,1617
4104105,DILMA VANA ROUSSEFF,1424
4104204,DILMA VANA ROUSSEFF,29151
4104253,DILMA VANA ROUSSEFF,6727
4104303,DILMA VANA ROUSSEFF,22357
4104402,DILMA VANA ROUSSEFF,4368
4104428,DILMA VANA ROUSSEFF,5027
4104451,DILMA VANA ROUSSEFF,3905
4104501,DILMA VANA ROUSSEFF,6687
4104600,DILMA VANA ROUSSEFF,5388
4104659,DILMA VANA ROUSSEFF,3440
4104709,DILMA VANA ROUSSEFF,3837
4104808,DILMA VANA ROUSSEFF,70184
4104907,DILMA VANA ROUSSEFF,14068
4105003,DILMA VANA ROUSSEFF,2513
4105102,DILMA VANA ROUSSEFF,4290
4105201,DILMA VANA ROUSSEFF,5822
4105300,DILMA VANA ROUSSEFF,2697
4105409,DILMA VANA ROUSSEFF,6624
4105508,DILMA VANA ROUSSEFF,14323
4105607,DILMA VANA ROUSSEFF,3787
4105706,DILMA VANA ROUSSEFF,5456
4105805,DILMA VANA ROUSSEFF,56839
4105904,DILMA VANA ROUSSEFF,7509
4106001,DILMA VANA ROUSSEFF,2801
4106100,DILMA VANA ROUSSEFF,1010
4106209,DILMA VANA ROUSSEFF,4760
4106308,DILMA VANA ROUSSEFF,4195
4106407,DILMA VANA ROUSSEFF,10428
4106456,DILMA VANA ROUSSEFF,2266
4106506,DILMA VANA ROUSSEFF,7529
4106555,DILMA VANA ROUSSEFF,1316
4106571,DILMA VANA ROUSSEFF,1887
4106605,DILMA VANA ROUSSEFF,6678
4106704,DILMA VANA ROUSSEFF,1772
4106803,DILMA VANA ROUSSEFF,4405
4106852,DILMA VANA ROUSSEFF,802
4106902,DILMA VANA ROUSSEFF,359869
4107009,DILMA VANA ROUSSEFF,3392
4107108,DILMA VANA ROUSSEFF,1768
4107124,DILMA VANA ROUSSEFF,1291
4107157,DILMA VANA ROUSSEFF,1630
4107207,DILMA VANA ROUSSEFF,13316
4107256,DILMA VANA ROUSSEFF,2151
4107306,DILMA VANA ROUSSEFF,1504
4107405,DILMA VANA ROUSSEFF,2557
4107504,DILMA VANA ROUSSEFF,3890
4107520,DILMA VANA ROUSSEFF,735
4107538,DILMA VANA ROUSSEFF,1448
4107546,DILMA VANA ROUSSEFF,1602
4107553,DILMA VANA ROUSSEFF,914
4107603,DILMA VANA ROUSSEFF,3565
4107652,DILMA VANA ROUSSEFF,25065
4107702,DILMA VANA ROUSSEFF,1356
4107736,DILMA VANA ROUSSEFF,1949
4107751,DILMA VANA ROUSSEFF,2743
4107801,DILMA VANA ROUSSEFF,1660
4107850,DILMA VANA ROUSSEFF,2018
4107900,DILMA VANA ROUSSEFF,1484
4108007,DILMA VANA ROUSSEFF,4289
4108106,DILMA VANA ROUSSEFF,1026
4108205,DILMA VANA ROUSSEFF,1888
4108304,DILMA VANA ROUSSEFF,66532
4108320,DILMA VANA ROUSSEFF,1899
4108403,DILMA VANA ROUSSEFF,25698
4108452,DILMA VANA ROUSSEFF,1944
4108502,DILMA VANA ROUSSEFF,3595
4108551,DILMA VANA ROUSSEFF,1143
4108601,DILMA VANA ROUSSEFF,7649
4108650,DILMA VANA ROUSSEFF,2694
4108700,DILMA VANA ROUSSEFF,1397
4108809,DILMA VANA ROUSSEFF,8640
4108908,DILMA VANA ROUSSEFF,1591
4108957,DILMA VANA ROUSSEFF,2882
4109005,DILMA VANA ROUSSEFF,1024
4109104,DILMA VANA ROUSSEFF,729
4109203,DILMA VANA ROUSSEFF,1357
4109302,DILMA VANA ROUSSEFF,4180
4109401,DILMA VANA ROUSSEFF,46043
4109500,DILMA VANA ROUSSEFF,1903
4109609,DILMA VANA ROUSSEFF,6127
4109658,DILMA VANA ROUSSEFF,2276
4109708,DILMA VANA ROUSSEFF,7135
4109757,DILMA VANA ROUSSEFF,2058
4109807,DILMA VANA ROUSSEFF,9263
4109906,DILMA VANA ROUSSEFF,2284
4110003,DILMA VANA ROUSSEFF,1136
4110052,DILMA VANA ROUSSEFF,797
4110078,DILMA VANA ROUSSEFF,3267
4110102,DILMA VANA ROUSSEFF,6425
4110201,DILMA VANA ROUSSEFF,3522
4110300,DILMA VANA ROUSSEFF,1134
4110409,DILMA VANA ROUSSEFF,1135
4110508,DILMA VANA ROUSSEFF,4274
4110607,DILMA VANA ROUSSEFF,4072
4110656,DILMA VANA ROUSSEFF,1075
4110706,DILMA VANA ROUSSEFF,14478
4110805,DILMA VANA ROUSSEFF,3136
4110904,DILMA VANA ROUSSEFF,1479
4110953,DILMA VANA ROUSSEFF,3628
4111001,DILMA VANA ROUSSEFF,1797
4111100,DILMA VANA ROUSSEFF,1624
4111209,DILMA VANA ROUSSEFF,4347
4111258,DILMA VANA ROUSSEFF,9435
4111308,DILMA VANA ROUSSEFF,1350
4111407,DILMA VANA ROUSSEFF,3023
4111506,DILMA VANA ROUSSEFF,7964
4111555,DILMA VANA ROUSSEFF,2548
4111605,DILMA VANA ROUSSEFF,840
4111704,DILMA VANA ROUSSEFF,1187
4111803,DILMA VANA ROUSSEFF,10079
4111902,DILMA VANA ROUSSEFF,2924
4112009,DILMA VANA ROUSSEFF,6999
4112108,DILMA VANA ROUSSEFF,5282
4112207,DILMA VANA ROUSSEFF,2313
4112306,DILMA VANA ROUSSEFF,1538
4112405,DILMA VANA ROUSSEFF,2153
4112504,DILMA VANA ROUSSEFF,3197
4112603,DILMA VANA ROUSSEFF,583
4112702,DILMA VANA ROUSSEFF,2617
4112751,DILMA VANA ROUSSEFF,2365
4112801,DILMA VANA ROUSSEFF,3067
4112900,DILMA VANA ROUSSEFF,1080
4112959,DILMA VANA ROUSSEFF,1836
4113007,DILMA VANA ROUSSEFF,2090
4113106,DILMA VANA ROUSSEFF,1267
4113205,DILMA VANA ROUSSEFF,12981
4113254,DILMA VANA ROUSSEFF,2178
4113304,DILMA VANA ROUSSEFF,8880
4113403,DILMA VANA ROUSSEFF,1256
4113429,DILMA VANA ROUSSEFF,1306
4113452,DILMA VANA ROUSSEFF,2211
4113502,DILMA VANA ROUSSEFF,5036
4113601,DILMA VANA ROUSSEFF,1731
4113700,DILMA VANA ROUSSEFF,65777
4113734,DILMA VANA ROUSSEFF,2485
4113759,DILMA VANA ROUSSEFF,1239
4113809,DILMA VANA ROUSSEFF,1711
4113908,DILMA VANA ROUSSEFF,3973
4114005,DILMA VANA ROUSSEFF,3332
4114104,DILMA VANA ROUSSEFF,6051
4114203,DILMA VANA ROUSSEFF,8905
4114302,DILMA VANA ROUSSEFF,7156
4114351,DILMA VANA ROUSSEFF,1532
4114401,DILMA VANA ROUSSEFF,6130
4114500,DILMA VANA ROUSSEFF,2425
4114609,DILMA VANA ROUSSEFF,13587
4114708,DILMA VANA ROUSSEFF,1941
4114807,DILMA VANA ROUSSEFF,8169
4114906,DILMA VANA ROUSSEFF,2120
4115002,DILMA VANA ROUSSEFF,2564
4115101,DILMA VANA ROUSSEFF,3540
4115200,DILMA VANA ROUSSEFF,72694
4115309,DILMA VANA ROUSSEFF,2273
4115358,DILMA VANA ROUSSEFF,1262
4115408,DILMA VANA ROUSSEFF,5131
4115457,DILMA VANA ROUSSEFF,1560
4115507,DILMA VANA ROUSSEFF,1186
4115606,DILMA VANA ROUSSEFF,3614
4115705,DILMA VANA ROUSSEFF,6970
4115739,DILMA VANA ROUSSEFF,1318
4115754,DILMA VANA ROUSSEFF,1731
4115804,DILMA VANA ROUSSEFF,12235
4115853,DILMA VANA ROUSSEFF,1547
4115903,DILMA VANA ROUSSEFF,873
4116000,DILMA VANA ROUSSEFF,751
4116059,DILMA VANA ROUSSEFF,3981
4116109,DILMA VANA ROUSSEFF,3016
4116208,DILMA VANA ROUSSEFF,3871
4116307,DILMA VANA ROUSSEFF,1206
4116406,DILMA VANA ROUSSEFF,1499
4116505,DILMA VANA ROUSSEFF,493
4116604,DILMA VANA ROUSSEFF,1160
4116703,DILMA VANA ROUSSEFF,3548
4116802,DILMA VANA ROUSSEFF,2554
4116901,DILMA VANA ROUSSEFF,7123
4116950,DILMA VANA ROUSSEFF,2234
4117008,DILMA VANA ROUSSEFF,2120
4117057,DILMA VANA ROUSSEFF,3174
4117107,DILMA VANA ROUSSEFF,3440
4117206,DILMA VANA ROUSSEFF,1939
4117214,DILMA VANA ROUSSEFF,1177
4117222,DILMA VANA ROUSSEFF,1624
4117255,DILMA VANA ROUSSEFF,3800
4117271,DILMA VANA ROUSSEFF,2467
4117297,DILMA VANA ROUSSEFF,846
4117305,DILMA VANA ROUSSEFF,7567
4117404,DILMA VANA ROUSSEFF,1429
4117453,DILMA VANA ROUSSEFF,1825
4117503,DILMA VANA ROUSSEFF,11170
4117602,DILMA VANA ROUSSEFF,10417
4117701,DILMA VANA ROUSSEFF,7661
4117800,DILMA VANA ROUSSEFF,5070
4117909,DILMA VANA ROUSSEFF,7374
4118006,DILMA VANA ROUSSEFF,3832
4118105,DILMA VANA ROUSSEFF,2944
4118204,DILMA VANA ROUSSEFF,27091
4118303,DILMA VANA ROUSSEFF,975
4118402,DILMA VANA ROUSSEFF,16323
4118451,DILMA VANA ROUSSEFF,1661
4118501,DILMA VANA ROUSSEFF,21918
4118600,DILMA VANA ROUSSEFF,1487
4118709,DILMA VANA ROUSSEFF,2186
4118808,DILMA VANA ROUSSEFF,3845
4118857,DILMA VANA ROUSSEFF,1700
4118907,DILMA VANA ROUSSEFF,3279
4119004,DILMA VANA ROUSSEFF,2332
4119103,DILMA VANA ROUSSEFF,3179
4119152,DILMA VANA ROUSSEFF,31706
4119202,DILMA VANA ROUSSEFF,2123
4119251,DILMA VANA ROUSSEFF,1382
