COD_MUN_IBGE,NOME_CANDIDATO,pct_voto
2911659,DILMA VANA ROUSSEFF,83.58597820937945
2911709,DILMA VANA ROUSSEFF,62.875594665877884
2911808,DILMA VANA ROUSSEFF,80.11243105642765
2911857,DILMA VANA ROUSSEFF,77.7810133954572
2911907,DILMA VANA ROUSSEFF,78.86475479382318
2912004,DILMA VANA ROUSSEFF,61.63446743032998
2912103,DILMA VANA ROUSSEFF,54.60910151691949
2912202,DILMA VANA ROUSSEFF,65.3690596562184
2912301,DILMA VANA ROUSSEFF,66.95394559655266
2912400,DILMA VANA ROUSSEFF,86.43133575700716
2912509,DILMA VANA ROUSSEFF,82.57834546264667
2912608,DILMA VANA ROUSSEFF,83.8975297346752
2912707,DILMA VANA ROUSSEFF,73.7999267130817
2912806,DILMA VANA ROUSSEFF,62.45640259093174
2912905,DILMA VANA ROUSSEFF,63.85603073501163
2913002,DILMA VANA ROUSSEFF,79.28815340162858
2913101,DILMA VANA ROUSSEFF,84.52216434570002
2913200,DILMA VANA ROUSSEFF,71.31285588258882
2913309,DILMA VANA ROUSSEFF,72.87381878821567
2913408,DILMA VANA ROUSSEFF,76.82342272315067
2913457,DILMA VANA ROUSSEFF,69.82359993149512
2913507,DILMA VANA ROUSSEFF,75.4395080973413
2913606,DILMA VANA ROUSSEFF,62.83403049054517
2913705,DILMA VANA ROUSSEFF,75.95335831994765
2913804,DILMA VANA ROUSSEFF,71.62032598274209
2913903,DILMA VANA ROUSSEFF,74.10766817022946
2914000,DILMA VANA ROUSSEFF,72.28295591680272
2914109,DILMA VANA ROUSSEFF,68.8404360753221
2914208,DILMA VANA ROUSSEFF,80.72122052704577
2914307,DILMA VANA ROUSSEFF,72.61070268421953
2914406,DILMA VANA ROUSSEFF,84.104589917231
2914505,DILMA VANA ROUSSEFF,75.26403557531962
2914604,DILMA VANA ROUSSEFF,69.0398273221
2914653,DILMA VANA ROUSSEFF,57.85768936495792
2914703,DILMA VANA ROUSSEFF,72.71515105337346
2914802,DILMA VANA ROUSSEFF,50.96373576573362
2914901,DILMA VANA ROUSSEFF,74.7687238626283
2915007,DILMA VANA ROUSSEFF,71.21070650482415
2915106,DILMA VANA ROUSSEFF,59.471050750536094
2915205,DILMA VANA ROUSSEFF,79.52589061051516
2915304,DILMA VANA ROUSSEFF,58.2080577269994
2915353,DILMA VANA ROUSSEFF,88.89808074123098
2915403,DILMA VANA ROUSSEFF,67.83739837398373
2915502,DILMA VANA ROUSSEFF,62.019491066594476
2915601,DILMA VANA ROUSSEFF,55.54694133717282
2915700,DILMA VANA ROUSSEFF,63.05627501765952
2915809,DILMA VANA ROUSSEFF,60.84076224748507
2915908,DILMA VANA ROUSSEFF,76.77585572322414
